"subjectNumber"	"trialNumber"	"blockNumber"	"conditionST"	"roomSizeSL"	"roomShowSpaceWall1"	"roomShowSpaceWall2"	"roomShowSpaceWall3"	"roomShowSpaceWall4"	"timeSL"	"reproductionStartWall1"	"reproductionStartWall2"	"reproductionStartWall3"	"reproductionStartWall4"	"reproductionTime"	"reproductionEndWall1"	"reproductionEndWall2"	"reproductionEndWall3"	"reproductionEndWall4"	"reproSpaceStartAbs"	"reproSpaceEndAbs"	"reproChangeAbs"	"reproSpeed"	"roomColor"	"trialStart"	"cuePresent"	"RoomPresentStart"	"RoomPresentEnd"	"ReproScene"	"reproductionStart"	"reproductionEnd"	"trialEnd"
1001	47	2	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	3.1656494140625	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	4	0	1094.53015136719	1090.02099609375	1094.01965332031	1094.53015136719	1095.90869140625	1099.07434082031	1099.07434082031
1001	48	2	2	1	-2	2	2	-2	2	-2.75	2.75	2.75	-2.75	8.3411865234375	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	3	0	1110.65673828125	1102.14916992188	1110.146484375	1110.65673828125	1111.890625	1120.23181152344	1120.23181152344
1001	49	2	2	1	-2	2	2	-2	1	-2.75	2.75	2.75	-2.75	4.7755126953125	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	4	0	1127.81616210938	1123.30700683594	1127.30578613281	1127.81616210938	1129.17224121094	1133.94775390625	1133.94775390625
1001	50	2	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	4.5093994140625	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	3	0	1141.47717285156	1136.96789550781	1140.96655273438	1141.47717285156	1142.84460449219	1147.35400390625	1147.35400390625
1001	51	2	1	1	-2	2	2	-2	1	-0.5	0.5	0.5	-0.5	4.3759765625	-2.14111566543579	2.14111566543579	2.14111566543579	-2.14111566543579	1	18.3375053405762	17.3375053405762	4	3	0	1154.94946289062	1150.43994140625	1154.43835449219	1154.94946289062	1156.849609375	1161.2255859375	1161.2255859375
1001	52	2	1	1	-2	2	2	-2	2	-0.5	0.5	0.5	-0.5	3.6873779296875	-2.08074378967285	2.08074378967285	2.08074378967285	-2.08074378967285	1	17.3179798126221	16.3179798126221	3.5	2	0	1172.83044433594	1164.32250976562	1172.31970214844	1172.83044433594	1173.79760742188	1177.48498535156	1177.48498535156
1001	53	2	2	1	-2	2	2	-2	1	-2.75	2.75	2.75	-2.75	4.8089599609375	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	2	0	1185.04736328125	1180.53820800781	1184.53686523438	1185.04736328125	1186.62573242188	1191.43469238281	1191.43469238281
1001	54	2	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	3.92041015625	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	5	0	1199.03063964844	1194.52099609375	1198.52001953125	1199.03063964844	1200.49719238281	1204.41760253906	1204.41760253906
1001	55	2	1	1	-2	2	2	-2	1	-0.5	0.5	0.5	-0.5	4.5203857421875	-1.85610055923462	1.85610055923462	1.85610055923462	-1.85610055923462	1	13.7804374694824	12.7804374694824	5	5	0	1212.01391601562	1207.4931640625	1211.49267578125	1212.01391601562	1213.35864257812	1217.87902832031	1217.87902832031
1001	56	2	1	2	-3.5	3.5	3.5	-3.5	2	-0.5	0.5	0.5	-0.5	5.753662109375	-2.80122184753418	2.80122184753418	2.80122184753418	-2.80122184753418	1	31.3873748779297	30.3873748779297	7.5	2	0	1229.76123046875	1221.24291992188	1229.25085449219	1229.76123046875	1231.05078125	1236.80444335938	1236.80444335938
1001	57	2	2	2	-3.5	3.5	3.5	-3.5	2	-2.75	2.75	2.75	-2.75	6.4638671875	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	5	0	1248.39819335938	1239.89038085938	1247.88745117188	1248.39819335938	1249.82055664062	1256.28442382812	1256.28442382812
1001	58	2	1	2	-3.5	3.5	3.5	-3.5	1	-0.5	0.5	0.5	-0.5	7.0753173828125	-2.99710893630981	2.99710893630981	2.99710893630981	-2.99710893630981	1	35.9306488037109	34.9306488037109	8.5	4	0	1263.8583984375	1259.33801269531	1263.33679199219	1263.8583984375	1265.25854492188	1272.33386230469	1272.33386230469
1001	59	2	1	1	-2	2	2	-2	2	-0.5	0.5	0.5	-0.5	3.4210205078125	-2.21039509773254	2.21039509773254	2.21039509773254	-2.21039509773254	1	19.5433864593506	18.5433864593506	3	1	0	1283.94934082031	1275.44226074219	1283.43884277344	1283.94934082031	1285.29418945312	1288.71520996094	1288.71520996094
1001	60	2	2	1	-2	2	2	-2	2	-2.75	2.75	2.75	-2.75	5.4090576171875	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	2	0	1318.42358398438	1309.90490722656	1317.91333007812	1318.42358398438	1319.62451171875	1325.03356933594	1325.03356933594
1001	61	2	2	1	-2	2	2	-2	1	-2.75	2.75	2.75	-2.75	4.309326171875	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	5	0	1332.66223144531	1328.15283203125	1332.15173339844	1332.66223144531	1333.79602050781	1338.10534667969	1338.10534667969
1001	62	2	2	2	-3.5	3.5	3.5	-3.5	2	-2.75	2.75	2.75	-2.75	7.8294677734375	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	3	0	1349.68774414062	1341.16943359375	1349.17749023438	1349.68774414062	1351.12316894531	1358.95263671875	1358.95263671875
1001	63	2	1	2	-3.5	3.5	3.5	-3.5	2	-0.5	0.5	0.5	-0.5	6.6861572265625	-2.86001634597778	2.86001634597778	2.86001634597778	-2.86001634597778	1	32.7187728881836	31.7187728881836	8.5	4	0	1370.60131835938	1362.08276367188	1370.0908203125	1370.60131835938	1372.01293945312	1378.69909667969	1378.69909667969
1001	64	2	2	1	-2	2	2	-2	2	-2.75	2.75	2.75	-2.75	8.3748779296875	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	1	0	1390.31591796875	1381.79675292969	1389.80517578125	1390.31591796875	1391.97131347656	1400.34619140625	1400.34619140625
1001	65	2	1	2	-3.5	3.5	3.5	-3.5	1	-0.5	0.5	0.5	-0.5	6.3817138671875	-3.04981374740601	3.04981374740601	3.04981374740601	-3.04981374740601	1	37.2054557800293	36.2054557800293	7.5	2	0	1407.97436523438	1403.46545410156	1407.4638671875	1407.97436523438	1409.09729003906	1415.47900390625	1415.47900390625
1001	66	2	1	2	-3.5	3.5	3.5	-3.5	1	-0.5	0.5	0.5	-0.5	7.5853271484375	-3.34481620788574	3.34481620788574	3.34481620788574	-3.34481620788574	1	44.7511825561523	43.7511825561523	8	3	0	1423.36767578125	1418.85888671875	1422.857421875	1423.36767578125	1424.2802734375	1431.86560058594	1431.86560058594
1001	67	2	1	2	-3.5	3.5	3.5	-3.5	1	-0.5	0.5	0.5	-0.5	5.8763427734375	-3.01821208000183	3.01821208000183	3.01821208000183	-3.01821208000183	1	36.4384155273438	35.4384155273438	7	1	0	1439.49426269531	1434.98498535156	1438.98425292969	1439.49426269531	1441.57177734375	1447.44812011719	1447.44812011719
1001	68	2	1	1	-2	2	2	-2	1	-0.5	0.5	0.5	-0.5	4.82080078125	-2.10685014724731	2.10685014724731	2.10685014724731	-2.10685014724731	1	17.7552700042725	16.7552700042725	4.5	4	0	1455.08776855469	1450.57824707031	1454.57690429688	1455.08776855469	1456.17712402344	1460.99792480469	1460.99792480469
1001	69	2	1	2	-3.5	3.5	3.5	-3.5	2	-0.5	0.5	0.5	-0.5	7.919189453125	-3.46959328651428	3.46959328651428	3.46959328651428	-3.46959328651428	1	48.1523094177246	47.1523094177246	8	3	0	1472.61328125	1464.09484863281	1472.10266113281	1472.61328125	1474.25817871094	1482.17736816406	1482.17736816406
1001	70	2	1	1	-2	2	2	-2	2	-0.5	0.5	0.5	-0.5	4.876220703125	-1.96284234523773	1.96284234523773	1.96284234523773	-1.96284234523773	1	15.41100025177	14.41100025177	5	5	0	1494.08215332031	1485.57434082031	1493.5712890625	1494.08215332031	1496.20446777344	1501.08068847656	1501.08068847656
1001	71	2	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	2.6549072265625	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	2	0	1508.69836425781	1504.18872070312	1508.1875	1508.69836425781	1510.15393066406	1512.80883789062	1512.80883789062
1001	72	2	2	1	-2	2	2	-2	1	-2.75	2.75	2.75	-2.75	3.8658447265625	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	3	0	1520.4375	1515.92858886719	1519.92712402344	1520.4375	1521.59338378906	1525.45922851562	1525.45922851562
1001	73	2	2	2	-3.5	3.5	3.5	-3.5	2	-2.75	2.75	2.75	-2.75	6.80859375	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	2	0	1537.10864257812	1528.58947753906	1536.59753417969	1537.10864257812	1538.28637695312	1545.09497070312	1545.09497070312
1001	74	2	2	1	-2	2	2	-2	2	-2.75	2.75	2.75	-2.75	7.608154296875	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	5	0	1557.02172851562	1548.5029296875	1556.51159667969	1557.02172851562	1558.28967285156	1565.89782714844	1565.89782714844
1001	75	2	1	2	-3.5	3.5	3.5	-3.5	2	-0.5	0.5	0.5	-0.5	6.1427001953125	-3.13238263130188	3.13238263130188	3.13238263130188	-3.13238263130188	1	39.2472839355469	38.2472839355469	7	1	0	1577.54614257812	1569.03894042969	1577.03576660156	1577.54614257812	1579.62414550781	1585.76684570312	1585.76684570312
1001	76	2	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	4.0533447265625	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	1	0	1593.39538574219	1588.88610839844	1592.884765625	1593.39538574219	1595.41821289062	1599.47155761719	1599.47155761719
1001	77	2	1	1	-2	2	2	-2	2	-0.5	0.5	0.5	-0.5	4.776611328125	-2.09191298484802	2.09191298484802	2.09191298484802	-2.09191298484802	1	17.5044002532959	16.5044002532959	4.5	4	0	1611.08776855469	1602.58044433594	1610.57702636719	1611.08776855469	1612.60998535156	1617.38659667969	1617.38659667969
1001	78	2	2	1	-2	2	2	-2	1	-2.75	2.75	2.75	-2.75	4.409912109375	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	1	0	1625.02600097656	1620.50573730469	1624.51599121094	1625.02600097656	1626.904296875	1631.31420898438	1631.31420898438
1001	79	2	2	2	-3.5	3.5	3.5	-3.5	2	-2.75	2.75	2.75	-2.75	5.808837890625	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	1	0	1642.94091796875	1634.42248535156	1642.43054199219	1642.94091796875	1644.04125976562	1649.85009765625	1649.85009765625
1002	0	1	2	1	-2	2	2	-2	2	-2.75	2.75	2.75	-2.75	9.07469177246094	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	5	0	198.267776489258	189.672149658203	197.668975830078	198.267776489258	200.868133544922	209.942825317383	209.942825317383
1002	1	1	2	1	-2	2	2	-2	2	-2.75	2.75	2.75	-2.75	8.97407531738281	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	4	0	221.512435913086	212.91764831543	220.925765991211	221.512435913086	224.49169921875	233.465774536133	233.465774536133
1002	2	1	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	6.15263366699219	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	5	0	240.996612548828	236.407821655273	240.406295776367	240.996612548828	245.161117553711	251.313751220703	251.313751220703
1002	3	1	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	6.87493896484375	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	1	0	258.847259521484	254.255630493164	258.254028320312	258.847259521484	261.375915527344	268.250854492188	268.250854492188
1002	4	1	2	1	-2	2	2	-2	1	-2.75	2.75	2.75	-2.75	6.71969604492188	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	4	0	275.786224365234	271.192810058594	275.202606201172	275.786224365234	277.757537841797	284.477233886719	284.477233886719
1002	5	1	2	2	-3.5	3.5	3.5	-3.5	1	-2.75	2.75	2.75	-2.75	7.41909790039062	-2.75	2.75	2.75	-2.75	30.25	30.25	0	0	2	0	292.007537841797	287.419372558594	291.417999267578	292.007537841797	294.883880615234	302.302978515625	302.302978515625
